city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Vestavia Hills,Vestavia Hills,AL,Alabama,1073,Jefferson,33.4518,-86.7437,38504,742.6,shape,FALSE,TRUE,America/Chicago,3,35216 35243 35242 35266 35288,1840015673
La Presa,La Presa,CA,California,6073,San Diego,32.7110,-117.0027,38492,2703.4,shape,FALSE,FALSE,America/Los_Angeles,2,91977,1840018023
Atlantic City,Atlantic City,NJ,New Jersey,34001,Atlantic,39.3797,-74.4527,38481,1380.8,shape,FALSE,TRUE,America/New_York,3,08401 08404 08405,1840003798
Holyoke,Holyoke,MA,Massachusetts,25013,Hampden,42.2125,-72.6411,38480,701.8,shape,FALSE,TRUE,America/New_York,3,01040 01041,1840000465
Evans,Evans,GA,Georgia,13073,Columbia,33.5619,-82.1351,38452,587.6,shape,FALSE,FALSE,America/New_York,3,30809,1840013095
La Puente,La Puente,CA,California,6037,Los Angeles,34.0323,-117.9533,38447,4267.5,shape,FALSE,TRUE,America/Los_Angeles,2,91746 91744 91747 91749,1840020513
Apache Junction,Apache Junction,AZ,Arizona,4021,Pinal,33.3985,-111.5350,38311,325.5,shape,FALSE,TRUE,America/Phoenix,3,85119 85120 85117 85178,1840019365
Menomonee Falls,Menomonee Falls,WI,Wisconsin,55133,Waukesha,43.1487,-88.1227,38219,448.4,shape,FALSE,TRUE,America/Chicago,3,53051 53052,1840003020
Phenix City,Phenix City,AL,Alabama,1113,Russell,32.4585,-85.0253,38216,525.8,shape,FALSE,TRUE,America/Chicago,3,36869 36867 36868,1840006012
Stanton,Stanton,CA,California,6059,Orange,33.8003,-117.9935,38167,4749.6,shape,FALSE,TRUE,America/Los_Angeles,2,92804 90680,1840021966
Post Falls,Post Falls,ID,Idaho,16055,Kootenai,47.7213,-116.9384,38162,911.1,shape,FALSE,TRUE,America/Los_Angeles,3,83854 83877,1840019811
La Vergne,La Vergne,TN,Tennessee,47149,Rutherford,36.0200,-86.5586,38127,595.6,shape,FALSE,TRUE,America/Chicago,3,37086 37089,1840014496
Parkland,Parkland,WA,Washington,53053,Pierce,47.1417,-122.4376,38092,1701.6,shape,FALSE,FALSE,America/Los_Angeles,3,98444 98445 98447,1840018453
East Meadow,East Meadow,NY,New York,36059,Nassau,40.7197,-73.5604,38078,2332.6,shape,FALSE,FALSE,America/New_York,2,11554,1840005236
Hilton Head Island,Hilton Head Island,SC,South Carolina,45013,Beaufort,32.1896,-80.7499,38068,355.4,shape,FALSE,TRUE,America/New_York,3,29928 29926 29925 29938,1840016974
Mount Juliet,Mount Juliet,TN,Tennessee,47189,Wilson,36.1990,-86.5115,38059,570.5,shape,FALSE,TRUE,America/Chicago,3,37122 37121,1840014465
Hot Springs,Hot Springs,AR,Arkansas,5051,Garland,34.4892,-93.0501,38050,392.3,shape,FALSE,TRUE,America/Chicago,3,71901 71913 71902 71914,1840014670
Winter Springs,Winter Springs,FL,Florida,12117,Seminole,28.6889,-81.2703,38021,987.9,shape,FALSE,TRUE,America/New_York,3,32708 32719,1840015959
Monrovia,Monrovia,CA,California,6037,Los Angeles,34.1650,-117.9921,37999,1076.2,shape,FALSE,TRUE,America/Los_Angeles,3,91016 91017 91185,1840020498
Prattville,Prattville,AL,Alabama,1001,Autauga,32.4597,-86.4573,37977,410.4,shape,FALSE,TRUE,America/Chicago,3,36066 36067 36068,1840004086
Carpentersville,Carpentersville,IL,Illinois,17089,Kane,42.1227,-88.2896,37940,1862.6,shape,FALSE,TRUE,America/Chicago,3,60110,1840010149
West Fargo,West Fargo,ND,North Dakota,38017,Cass,46.8573,-96.9057,37913,905.0,shape,FALSE,TRUE,America/Chicago,3,58078,1840001935
Northglenn,Northglenn,CO,Colorado,8001,Adams,39.9108,-104.9783,37899,1988.0,shape,FALSE,TRUE,America/Denver,3,80260 80233 80234 80603,1840020192
East Point,East Point,GA,Georgia,13121,Fulton,33.6696,-84.4701,37895,996.1,shape,FALSE,TRUE,America/New_York,3,30344 30349 30364 30385,1840013661
Tupelo,Tupelo,MS,Mississippi,28081,Lee,34.2692,-88.7318,37872,227.1,shape,FALSE,TRUE,America/Chicago,3,38804 38801 38826 38802 38803,1840015561
Rosenberg,Rosenberg,TX,Texas,48157,Fort Bend,29.5456,-95.8223,37871,392.4,shape,FALSE,TRUE,America/Chicago,3,77471 77469,1840020948
Montclair,Montclair,CA,California,6071,San Bernardino,34.0715,-117.6981,37871,2643.7,shape,FALSE,TRUE,America/Los_Angeles,2,91763,1840020408
Peachtree City,Peachtree City,GA,Georgia,13113,Fayette,33.3942,-84.5710,37867,581.7,shape,FALSE,TRUE,America/New_York,3,30269 30270 31169,1840014822
La Quinta,La Quinta,CA,California,6065,Riverside,33.6536,-116.2785,37846,414.0,shape,FALSE,TRUE,America/Los_Angeles,3,92253 92202 92247 92248,1840020559
Mechanicsville,Mechanicsville,VA,Virginia,51085,Hanover,37.6263,-77.3561,37767,514.6,shape,FALSE,FALSE,America/New_York,3,23116 23111,1840006340
Sun City,Sun City,AZ,Arizona,4013,Maricopa,33.6165,-112.2819,37693,1009.2,shape,FALSE,FALSE,America/Phoenix,3,85373 85351 85372,1840019311
Richmond West,Richmond West,FL,Florida,12086,Miami-Dade,25.6105,-80.4297,37626,3482.3,shape,FALSE,TRUE,America/New_York,2,33177 33187,1840073270
Greenfield,Greenfield,WI,Wisconsin,55079,Milwaukee,42.9619,-88.0052,37623,1259.7,shape,FALSE,TRUE,America/Chicago,3,53221 53220 53228,1840003039
Owasso,Owasso,OK,Oklahoma,40143,Tulsa,36.2878,-95.8311,37559,853.3,shape,FALSE,TRUE,America/Chicago,3,74055,1840020385
Hanover Park,Hanover Park,IL,Illinois,17043,DuPage,41.9818,-88.1446,37545,2257.3,shape,FALSE,TRUE,America/Chicago,2,60133,1840011251
Portage,Portage,IN,Indiana,18127,Porter,41.5856,-87.1797,37540,567.4,shape,FALSE,TRUE,America/Chicago,3,46403 46368,1840009264
Rock Island,Rock Island,IL,Illinois,17161,Rock Island,41.4699,-90.5827,37519,858.6,shape,FALSE,TRUE,America/Chicago,3,61201 61204,1840009233
Rome,Rome,GA,Georgia,13115,Floyd,34.2662,-85.1863,37509,455.8,shape,FALSE,TRUE,America/New_York,3,30161 30165 30162 30164,1840014681
Lebanon,Lebanon,TN,Tennessee,47189,Wilson,36.2040,-86.3481,37471,361.0,shape,FALSE,TRUE,America/Chicago,3,37087 37090 37071 37088 37136,1840014466
Foothill Farms,Foothill Farms,CA,California,6067,Sacramento,38.6867,-121.3475,37432,3440.7,shape,FALSE,FALSE,America/Los_Angeles,2,95842 95841,1840017582
New Albany,New Albany,IN,Indiana,18043,Floyd,38.3090,-85.8234,37350,931.6,shape,FALSE,TRUE,America/Kentucky/Louisville,3,47150 47151,1840008662
Martinez,Martinez,CA,California,6013,Contra Costa,37.9985,-122.1161,37308,1139.4,shape,FALSE,TRUE,America/Los_Angeles,3,94553,1840020278
Riviera Beach,Riviera Beach,FL,Florida,12099,Palm Beach,26.7813,-80.0741,37301,1739.7,shape,FALSE,TRUE,America/New_York,3,33407 33404 33419,1840015126
Adelanto,Adelanto,CA,California,6071,San Bernardino,34.5814,-117.4397,37229,271.9,shape,FALSE,TRUE,America/Los_Angeles,3,92301,1840019117
Pleasant Grove,Pleasant Grove,UT,Utah,49049,Utah,40.3716,-111.7412,37228,1564.1,shape,FALSE,TRUE,America/Denver,3,84062,1840020173
Leavenworth,Leavenworth,KS,Kansas,20103,Leavenworth,39.3239,-94.9240,37216,590.0,shape,FALSE,TRUE,America/Chicago,3,66027 66048,1840001591
Muskogee,Muskogee,OK,Oklahoma,40101,Muskogee,35.7432,-95.3567,37214,334.5,shape,FALSE,TRUE,America/Chicago,3,74403 74401 74402,1840020401
Oregon City,Oregon City,OR,Oregon,41005,Clackamas,45.3418,-122.5924,37160,1427.7,shape,FALSE,TRUE,America/Los_Angeles,3,97045,1840019954
Bartlesville,Bartlesville,OK,Oklahoma,40147,Washington,36.7365,-95.9456,37074,634.7,shape,FALSE,TRUE,America/Chicago,3,74006 74003 74004 74005,1840018977
Saratoga Springs,Saratoga Springs,UT,Utah,49049,Utah,40.3450,-111.9154,36977,618.5,shape,FALSE,TRUE,America/Denver,3,84045,1840021397
Kendall West,Kendall West,FL,Florida,12086,Miami-Dade,25.7065,-80.4388,36964,5186.4,shape,FALSE,TRUE,America/New_York,2,33193 33185,1840035805
Richfield,Richfield,MN,Minnesota,27053,Hennepin,44.8763,-93.2829,36899,2102.0,shape,FALSE,TRUE,America/Chicago,2,55423,1840008930
Kearns,Kearns,UT,Utah,49035,Salt Lake,40.6519,-112.0095,36842,3070.8,shape,FALSE,TRUE,America/Denver,2,84118,1840017500
Tucker,Tucker,GA,Georgia,13089,DeKalb,33.8436,-84.2024,36764,702.2,shape,FALSE,TRUE,America/New_York,3,30087 30084 30083 30085,1840013701
Elmont,Elmont,NY,New York,36059,Nassau,40.7033,-73.7078,36741,4160.5,shape,FALSE,FALSE,America/New_York,2,11003,1840005226
Franklin,Franklin,WI,Wisconsin,55079,Milwaukee,42.8854,-88.0104,36685,409.7,shape,FALSE,TRUE,America/Chicago,3,53132,1840003043
Oakton,Oakton,VA,Virginia,51059,Fairfax,38.8887,-77.3016,36675,1450.7,shape,FALSE,FALSE,America/New_York,3,22031 22124 22181,1840006023
Lewiston,Lewiston,ME,Maine,23001,Androscoggin,44.0915,-70.1681,36615,414.0,shape,FALSE,TRUE,America/New_York,3,04240 04241 04243,1840000320
South Valley,South Valley,NM,New Mexico,35001,Bernalillo,35.0093,-106.6819,36583,486.7,shape,FALSE,FALSE,America/Denver,3,87105 87195,1840033724
Beloit,Beloit,WI,Wisconsin,55105,Rock,42.5230,-89.0184,36567,814.5,shape,FALSE,TRUE,America/Chicago,3,53511 53512,1840002471
Upper Arlington,Upper Arlington,OH,Ohio,39049,Franklin,40.0272,-83.0704,36566,1441.3,shape,FALSE,TRUE,America/New_York,3,43220 43221 43212,1840003762
DeLand,DeLand,FL,Florida,12127,Volusia,29.0225,-81.2875,36528,730.1,shape,FALSE,TRUE,America/New_York,3,32724 32720 32723 32721,1840015071
Temple City,Temple City,CA,California,6037,Los Angeles,34.1022,-118.0579,36526,3522.1,shape,FALSE,TRUE,America/Los_Angeles,2,91780,1840021872
Wildomar,Wildomar,CA,California,6065,Riverside,33.6173,-117.2582,36511,593.7,shape,FALSE,TRUE,America/Los_Angeles,3,92595,1840022902
Chillum,Chillum,MD,Maryland,24033,Prince George's,38.9666,-76.9791,36428,4166.2,shape,FALSE,FALSE,America/New_York,2,20783 20782,1840005948
Princeton,Princeton,FL,Florida,12086,Miami-Dade,25.5396,-80.3971,36381,1893.8,shape,FALSE,FALSE,America/New_York,3,33032 33092,1840014248
Lima,Lima,OH,Ohio,39003,Allen,40.7410,-84.1120,36352,1030.6,shape,FALSE,TRUE,America/New_York,3,45801 45804 45805,1840002785
Claremont,Claremont,CA,California,6037,Los Angeles,34.1259,-117.7153,36312,1051.4,shape,FALSE,TRUE,America/Los_Angeles,3,91711,1840019216
Winchester,Winchester,NV,Nevada,32003,Clark,36.1365,-115.1370,36307,2827.2,shape,FALSE,FALSE,America/Los_Angeles,2,89109 89169 89121 89199,1840033770
Central Islip,Central Islip,NY,New York,36103,Suffolk,40.7836,-73.1945,36292,1958.5,shape,FALSE,FALSE,America/New_York,3,11722 11752,1840005028
Georgetown,Georgetown,KY,Kentucky,21209,Scott,38.2247,-84.5487,36281,809.4,shape,FALSE,TRUE,America/New_York,3,40324,1840013197
Oak Creek,Oak Creek,WI,Wisconsin,55079,Milwaukee,42.8803,-87.9009,36266,492.2,shape,FALSE,TRUE,America/Chicago,3,53154,1840003047
Commack,Commack,NY,New York,36103,Suffolk,40.8435,-73.2833,36252,1142.8,shape,FALSE,FALSE,America/New_York,3,11725 11731,1840005030
South Miami Heights,South Miami Heights,FL,Florida,12086,Miami-Dade,25.5886,-80.3862,36239,2851.0,shape,FALSE,FALSE,America/New_York,2,33177 33157,1840014240
Moorpark,Moorpark,CA,California,6111,Ventura,34.2861,-118.8768,36201,1138.5,shape,FALSE,TRUE,America/Los_Angeles,3,93021 93020,1840020472
Merrillville,Merrillville,IN,Indiana,18089,Lake,41.4728,-87.3196,36196,420.5,shape,FALSE,TRUE,America/Chicago,3,46307 46410 46401 46411,1840009261
Estero,Estero,FL,Florida,12071,Lee,26.4276,-81.7951,36187,573.3,shape,FALSE,TRUE,America/New_York,3,33967 34135 33928 33929,1840013129
Egypt Lake-Leto,Egypt Lake-Leto,FL,Florida,12057,Hillsborough,28.0177,-82.5062,36157,2356.3,shape,FALSE,TRUE,America/New_York,2,33614,1840073269
Roseville,Roseville,MN,Minnesota,27123,Ramsey,45.0155,-93.1545,36119,1071.1,shape,FALSE,TRUE,America/Chicago,3,55113,1840008939
Dunedin,Dunedin,FL,Florida,12103,Pinellas,28.0329,-82.7862,36110,1339.1,shape,FALSE,TRUE,America/New_York,3,34698 34697,1840014144
Farmers Branch,Farmers Branch,TX,Texas,48113,Dallas,32.9272,-96.8804,36091,1172.9,shape,FALSE,TRUE,America/Chicago,3,75234 75244 75381,1840020706
Calumet City,Calumet City,IL,Illinois,17031,Cook,41.6134,-87.5505,36065,1934.3,shape,FALSE,TRUE,America/Chicago,3,60409,1840007023
Marion,Marion,OH,Ohio,39101,Marion,40.5973,-83.1227,36053,1073.8,shape,FALSE,TRUE,America/New_York,3,43302,1840008332
Addison,Addison,IL,Illinois,17043,DuPage,41.9313,-88.0085,35999,1414.3,shape,FALSE,TRUE,America/Chicago,3,60101,1840010171
Buenaventura Lakes,Buenaventura Lakes,FL,Florida,12097,Osceola,28.3349,-81.3539,35922,2487.0,shape,FALSE,FALSE,America/New_York,2,34743,1840028974
Westmont,Westmont,CA,California,6037,Los Angeles,33.9417,-118.3018,35913,7506.8,shape,FALSE,FALSE,America/Los_Angeles,2,90044 90047,1840028408
Lauderdale Lakes,Lauderdale Lakes,FL,Florida,12011,Broward,26.1682,-80.2017,35898,3765.6,shape,FALSE,TRUE,America/New_York,2,33309 33313 33311 33319,1840015145
Richmond,Richmond,IN,Indiana,18177,Wayne,39.8318,-84.8905,35854,576.7,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47374 47375,1840014176
Carrollwood,Carrollwood,FL,Florida,12057,Hillsborough,28.0577,-82.5148,35846,1500.4,shape,FALSE,FALSE,America/New_York,3,33624 33618 33688,1840029026
Olney,Olney,MD,Maryland,24031,Montgomery,39.1465,-77.0715,35815,854.6,shape,FALSE,FALSE,America/New_York,3,20860 20832 20833 20853 20906 20830,1840005836
Orangevale,Orangevale,CA,California,6067,Sacramento,38.6881,-121.2209,35729,1204.7,shape,FALSE,FALSE,America/Los_Angeles,3,95662,1840018842
West Hollywood,West Hollywood,CA,California,6037,Los Angeles,34.0883,-118.3719,35678,7297.9,shape,FALSE,TRUE,America/Los_Angeles,2,90069 90046 90048,1840028098
Randallstown,Randallstown,MD,Maryland,24005,Baltimore,39.3723,-76.8024,35641,1346.2,shape,FALSE,FALSE,America/New_York,3,21163 21208 21133,1840005688
Gahanna,Gahanna,OH,Ohio,39049,Franklin,40.0251,-82.8637,35626,1106.4,shape,FALSE,TRUE,America/New_York,3,43230,1840008390
Meridian,Meridian,MS,Mississippi,28075,Lauderdale,32.3846,-88.6896,35625,255.9,shape,FALSE,TRUE,America/Chicago,3,39307 39305 39301 39302 39303 39304,1840014891
Norristown,Norristown,PA,Pennsylvania,42091,Montgomery,40.1225,-75.3398,35607,3911.0,shape,FALSE,TRUE,America/New_York,2,19401 19404 19409 19415,1840003705
Manhattan Beach,Manhattan Beach,CA,California,6037,Los Angeles,33.8894,-118.3967,35585,3492.3,shape,FALSE,TRUE,America/Los_Angeles,2,90266 90267,1840020496
La Porte,La Porte,TX,Texas,48201,Harris,29.6689,-95.0484,35566,738.1,shape,FALSE,TRUE,America/Chicago,3,77571 77572,1840020932
Inver Grove Heights,Inver Grove Heights,MN,Minnesota,27037,Dakota,44.8247,-93.0596,35539,492.6,shape,FALSE,TRUE,America/Chicago,3,55077 55076,1840007858
Hilliard,Hilliard,OH,Ohio,39049,Franklin,40.0353,-83.1578,35530,961.3,shape,FALSE,TRUE,America/New_York,3,43026,1840007265
Sun Prairie,Sun Prairie,WI,Wisconsin,55025,Dane,43.1825,-89.2362,35528,1057.2,shape,FALSE,TRUE,America/Chicago,3,53590,1840002902
Copperas Cove,Copperas Cove,TX,Texas,48099,Coryell,31.1192,-97.9140,35452,759.3,shape,FALSE,TRUE,America/Chicago,3,76522,1840019538
Torrington,Torrington,CT,Connecticut,9160,Northwest Hills,41.8349,-73.1282,35447,344.2,shape,FALSE,TRUE,America/New_York,3,6790,1840004770
El Mirage,El Mirage,AZ,Arizona,4013,Maricopa,33.5905,-112.3271,35410,1380.9,shape,FALSE,TRUE,America/Phoenix,3,85335,1840020562
Wildwood,Wildwood,MO,Missouri,29189,St. Louis,38.5800,-90.6698,35384,204.9,shape,FALSE,TRUE,America/Chicago,3,63021 63011 63040 63038 63069 63005,1840010746
San Juan,San Juan,TX,Texas,48215,Hidalgo,26.1903,-98.1520,35384,1170.3,shape,FALSE,TRUE,America/Chicago,3,78589,1840022256
Oakville,Oakville,MO,Missouri,29189,St. Louis,38.4479,-90.3199,35357,859.8,shape,FALSE,FALSE,America/Chicago,3,63129 63151,1840006121
San Juan Capistrano,San Juan Capistrano,CA,California,6059,Orange,33.5008,-117.6544,35319,945.0,shape,FALSE,TRUE,America/Los_Angeles,3,92675 92693,1840021963
Midvale,Midvale,UT,Utah,49035,Salt Lake,40.6148,-111.8927,35313,2313.1,shape,FALSE,TRUE,America/Denver,2,84047,1840020158
San Luis,San Luis,AZ,Arizona,4027,Yuma,32.4911,-114.7089,35289,400.4,shape,FALSE,TRUE,America/Phoenix,3,85336 85350 85349,1840021996
Brunswick,Brunswick,OH,Ohio,39103,Medina,41.2465,-81.8198,35272,1048.4,shape,FALSE,TRUE,America/New_York,3,44212,1840003485
Salisbury,Salisbury,NC,North Carolina,37159,Rowan,35.6658,-80.4905,35258,618.0,shape,FALSE,TRUE,America/New_York,3,28146 28144 28147 28145,1840015384
Tooele,Tooele,UT,Utah,49045,Tooele,40.5393,-112.3082,35223,564.0,shape,FALSE,TRUE,America/Denver,3,84074,1840021356
Watertown Town,Watertown Town,MA,Massachusetts,25017,Middlesex,42.3700,-71.1774,35171,3398.1,shape,FALSE,TRUE,America/New_York,2,02472 02471,1840031198
Owings Mills,Owings Mills,MD,Maryland,24005,Baltimore,39.4115,-76.7913,35170,1424.5,shape,FALSE,FALSE,America/New_York,3,21117,1840005684
Greer,Greer,SC,South Carolina,45045,Greenville,34.9330,-82.2313,35151,579.0,shape,FALSE,TRUE,America/New_York,3,29651 29650 29652,1840013502
Lake Stevens,Lake Stevens,WA,Washington,53061,Snohomish,48.0024,-122.0953,35135,1338.0,shape,FALSE,TRUE,America/Los_Angeles,3,98258,1840019794
Northbrook,Northbrook,IL,Illinois,17031,Cook,42.1292,-87.8352,35108,1023.8,shape,FALSE,TRUE,America/Chicago,3,60062 60082,1840011304
College Park,College Park,MD,Maryland,24033,Prince George's,38.9960,-76.9337,34961,2405.9,shape,FALSE,TRUE,America/New_York,2,20742 20740 20741,1840005971
University City,University City,MO,Missouri,29189,St. Louis,38.6657,-90.3315,34953,2294.4,shape,FALSE,TRUE,America/Chicago,2,63132 63130,1840010739
North Ridgeville,North Ridgeville,OH,Ohio,39093,Lorain,41.3852,-82.0195,34883,574.5,shape,FALSE,TRUE,America/New_York,3,44039,1840000645
Del Rio,Del Rio,TX,Texas,48465,Val Verde,29.3708,-100.8801,34831,658.0,shape,FALSE,TRUE,America/Chicago,3,78840 78847,1840019607
Fair Lawn,Fair Lawn,NJ,New Jersey,34003,Bergen,40.9359,-74.1177,34820,2618.1,shape,FALSE,TRUE,America/New_York,2,7410,1840003548
Long Beach,Long Beach,NY,New York,36059,Nassau,40.5887,-73.6660,34820,6062.3,shape,FALSE,TRUE,America/New_York,2,11561,1840000988
Goshen,Goshen,IN,Indiana,18039,Elkhart,41.5743,-85.8309,34792,753.2,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46528 46526 46527,1840013733
San Dimas,San Dimas,CA,California,6037,Los Angeles,34.1082,-117.8090,34775,893.1,shape,FALSE,TRUE,America/Los_Angeles,3,91773,1840021860
Springville,Springville,UT,Utah,49049,Utah,40.1638,-111.6205,34750,933.6,shape,FALSE,TRUE,America/Denver,3,84663,1840021399
Benton,Benton,AR,Arkansas,5125,Saline,34.5776,-92.5713,34746,586.2,shape,FALSE,TRUE,America/Chicago,3,72015 72019 72018 72158,1840013572
Hinesville,Hinesville,GA,Georgia,13179,Liberty,31.8248,-81.6137,34733,732.7,shape,FALSE,TRUE,America/New_York,3,31313 31310,1840014931
Socorro,Socorro,TX,Texas,48141,El Paso,31.6383,-106.2601,34687,610.2,shape,FALSE,TRUE,America/Denver,3,79927,1840022136
Spanaway,Spanaway,WA,Washington,53053,Pierce,47.0979,-122.4233,34670,1530.8,shape,FALSE,FALSE,America/Los_Angeles,3,98387 98445,1840018451
Richmond,Richmond,KY,Kentucky,21151,Madison,37.7307,-84.2925,34662,635.2,shape,FALSE,TRUE,America/New_York,3,40475 40476,1840014341
Pleasant Hill,Pleasant Hill,CA,California,6013,Contra Costa,37.9539,-122.0759,34649,1890.9,shape,FALSE,TRUE,America/Los_Angeles,3,94523,1840020283
University Place,University Place,WA,Washington,53053,Pierce,47.2147,-122.5461,34565,1600.3,shape,FALSE,TRUE,America/Los_Angeles,3,98466 98467 98464,1840021130
Stow,Stow,OH,Ohio,39153,Summit,41.1765,-81.4344,34556,780.9,shape,FALSE,TRUE,America/New_York,3,44224,1840000803
Kaneohe,Kaneohe,HI,Hawaii,15003,Honolulu,21.4062,-157.7904,34509,2036.5,shape,FALSE,FALSE,Pacific/Honolulu,2,96744,1840029498
Montgomery Village,Montgomery Village,MD,Maryland,24031,Montgomery,39.1788,-77.1954,34489,3430.2,shape,FALSE,FALSE,America/New_York,2,20886,1840005834
Fruit Cove,Fruit Cove,FL,Florida,12109,St. Johns,30.0972,-81.6175,34469,825.9,shape,FALSE,FALSE,America/New_York,3,32259,1840013970
Monroe,Monroe,NC,North Carolina,37179,Union,35.0063,-80.5596,34464,430.4,shape,FALSE,TRUE,America/New_York,3,28110 28112 28111,1840014613
Fair Oaks,Fair Oaks,VA,Virginia,51059,Fairfax,38.8653,-77.3586,34437,2663.4,shape,FALSE,FALSE,America/New_York,2,22030 22033 22035,1840024568
Douglasville,Douglasville,GA,Georgia,13097,Douglas,33.7384,-84.7054,34410,578.7,shape,FALSE,TRUE,America/New_York,3,30134 30135 30122 30133 30154,1840014804
Fairborn,Fairborn,OH,Ohio,39057,Greene,39.8010,-84.0094,34398,911.5,shape,FALSE,TRUE,America/New_York,3,45435 45324,1840008440
Butte,Butte,MT,Montana,30093,Silver Bow,45.9020,-112.6571,34368,18.5,shape,FALSE,TRUE,America/Denver,3,59748 59727 59750 59701 59711 59702 59703 59707,1840032850
Dakota Ridge,Dakota Ridge,CO,Colorado,8059,Jefferson,39.6192,-105.1344,34361,1412.8,shape,FALSE,TRUE,America/Denver,3,80465 80235 80127,1840038683
Oildale,Oildale,CA,California,6029,Kern,35.4293,-119.0306,34350,1676.9,shape,FALSE,FALSE,America/Los_Angeles,3,93308 93388,1840019137
Mason,Mason,OH,Ohio,39165,Warren,39.3571,-84.3023,34337,688.3,shape,FALSE,TRUE,America/New_York,3,45040,1840008467
Oswego,Oswego,IL,Illinois,17093,Kendall,41.6834,-88.3372,34324,871.8,shape,FALSE,TRUE,America/Chicago,3,60543,1840011508
Gadsden,Gadsden,AL,Alabama,1055,Etowah,34.0086,-86.0157,34317,353.9,shape,FALSE,TRUE,America/Chicago,3,35901 35903 35904 35902,1840006332
Plainfield,Plainfield,IN,Indiana,18063,Hendricks,39.6954,-86.3716,34311,498.1,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46168 46231,1840010579
Manitowoc,Manitowoc,WI,Wisconsin,55071,Manitowoc,44.0991,-87.6812,34267,737.1,shape,FALSE,TRUE,America/Chicago,3,54220,1840002213
Lufkin,Lufkin,TX,Texas,48005,Angelina,31.3217,-94.7277,34264,386.7,shape,FALSE,TRUE,America/Chicago,3,75904 75901 75903 75915,1840020840
Cedar City,Cedar City,UT,Utah,49021,Iron,37.6834,-113.0956,34246,366.4,shape,FALSE,TRUE,America/Denver,3,84720 84721,1840018895
Deer Park,Deer Park,TX,Texas,48201,Harris,29.6898,-95.1151,34240,1258.4,shape,FALSE,TRUE,America/Chicago,3,77571 77536,1840019621
McMinnville,McMinnville,OR,Oregon,41071,Yamhill,45.2110,-123.1918,34224,1249.1,shape,FALSE,TRUE,America/Los_Angeles,3,97128,1840019956
Woodridge,Woodridge,IL,Illinois,17043,DuPage,41.7370,-88.0409,34161,1369.3,shape,FALSE,TRUE,America/Chicago,3,60517,1840011411
Eastpointe,Eastpointe,MI,Michigan,26099,Macomb,42.4657,-82.9461,34148,2556.3,shape,FALSE,TRUE,America/Detroit,2,48021,1840002420
Prairieville,Prairieville,LA,Louisiana,22005,Ascension,30.3151,-90.9571,34118,598.8,shape,FALSE,FALSE,America/Chicago,3,70769,1840026029
New City,New City,NY,New York,36087,Rockland,41.1542,-73.9912,34118,852.0,shape,FALSE,FALSE,America/New_York,3,10956,1840004964
Cookeville,Cookeville,TN,Tennessee,47141,Putnam,36.1482,-85.5109,34068,367.7,shape,FALSE,TRUE,America/Chicago,3,38503 38501 38506 38505 38502,1840014470
Huntington Station,Huntington Station,NY,New York,36103,Suffolk,40.8446,-73.4050,34050,2401.0,shape,FALSE,FALSE,America/New_York,2,11746,1840005081
Westlake,Westlake,OH,Ohio,39035,Cuyahoga,41.4524,-81.9294,34049,825.1,shape,FALSE,TRUE,America/New_York,3,44145,1840003420
Merritt Island,Merritt Island,FL,Florida,12009,Brevard,28.3139,-80.6708,34013,773.8,shape,FALSE,FALSE,America/New_York,3,32952 32937 32953 32954,1840014076
Lewiston,Lewiston,ID,Idaho,16069,Nez Perce,46.3934,-116.9933,33964,757.0,shape,FALSE,TRUE,America/Los_Angeles,3,83501,1840019897
Golden Glades,Golden Glades,FL,Florida,12086,Miami-Dade,25.9129,-80.2013,33930,2711.2,shape,FALSE,FALSE,America/New_York,2,33162 33161 33168 33169,1840029039
Bell,Bell,CA,California,6037,Los Angeles,33.9801,-118.1798,33915,5220.1,shape,FALSE,TRUE,America/Los_Angeles,2,90201,1840019228
Midlothian,Midlothian,TX,Texas,48139,Ellis,32.4669,-96.9890,33914,206.0,shape,FALSE,TRUE,America/Chicago,3,76065,1840020757
Ken Caryl,Ken Caryl,CO,Colorado,8059,Jefferson,39.5770,-105.1144,33889,1330.7,shape,FALSE,FALSE,America/Denver,3,80128 80127 80123 80162,1840028580
Cooper City,Cooper City,FL,Florida,12011,Broward,26.0463,-80.2862,33867,1626.8,shape,FALSE,TRUE,America/New_York,3,33024 33026 33330 33328,1840015133
Woodstock,Woodstock,GA,Georgia,13057,Cherokee,34.1026,-84.5091,33857,1011.7,shape,FALSE,TRUE,America/New_York,3,30189 30188,1840015574
Martinez,Martinez,GA,Georgia,13073,Columbia,33.5209,-82.0985,33829,900.4,shape,FALSE,FALSE,America/New_York,3,30907 30809,1840013747
South Riding,South Riding,VA,Virginia,51107,Loudoun,38.9120,-77.5132,33828,1908.2,shape,FALSE,FALSE,America/New_York,3,20152,1840024507
Valparaiso,Valparaiso,IN,Indiana,18127,Porter,41.4783,-87.0506,33820,781.0,shape,FALSE,TRUE,America/Chicago,3,46385 46383 46384,1840014674
